"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
62,7260,3.7566
62,7275,3.740951
62,7290,3.725368
62,7305,3.70985
62,7320,3.694396
62,7335,3.679008
62,7350,3.663684
62,7365,3.648423
62,7380,3.633227
62,7395,3.618094
62,7410,3.603024
62,7425,3.588018
62,7440,3.573074
62,7455,3.558192
62,7470,3.543373
62,7485,3.528616
62,7500,3.51392
62,7515,3.499286
62,7530,3.484713
62,7545,3.470201
62,7560,3.455749
62,7575,3.441358
62,7590,3.427027
62,7605,3.412756
62,7620,3.398544
62,7635,3.384392
62,7650,3.370299
62,7665,3.356265
62,7680,3.342289
62,7695,3.328372
62,7710,3.314513
62,7725,3.300713
62,7740,3.286969
62,7755,3.273283
62,7770,3.259654
62,7785,3.246083
62,7800,3.232567
62,7815,3.219109
62,7830,3.205706
62,7845,3.192359
62,7860,3.179069
62,7875,3.165833
62,7890,3.152653
62,7905,3.139529
62,7920,3.126458
62,7935,3.113443
62,7950,3.100482
62,7965,3.087574
62,7980,3.074721
62,7995,3.061922
62,8010,3.049176
62,8025,3.036483
62,8040,3.023843
62,8055,3.011256
62,8070,2.998722
62,8085,2.986239
62,8100,2.973809
62,8115,2.961431
62,8130,2.949105
62,8145,2.93683
62,8160,2.924606
62,8175,2.912433
62,8190,2.900311
62,8205,2.88824
62,8220,2.876219
62,8235,2.864248
62,8250,2.852327
62,8265,2.840456
62,8280,2.828635
62,8295,2.816862
62,8310,2.805139
62,8325,2.793465
62,8340,2.78184
62,8355,2.770262
62,8370,2.758734
62,8385,2.747253
62,8400,2.735821
62,8415,2.724436
62,8430,2.713099
62,8445,2.701808
62,8460,2.690566
62,8475,2.679369
62,8490,2.66822
62,8505,2.657117
62,8520,2.646061
62,8535,2.63505
62,8550,2.624086
62,8565,2.613167
62,8580,2.602294
62,8595,2.591466
62,8610,2.580683
62,8625,2.569946
62,8640,2.559253
62,8655,2.548604
62,8670,2.538001
62,8685,2.527441
62,8700,2.516925
62,8715,2.506454
62,8730,2.496025
62,8745,2.485641
62,8760,2.4753
62,8775,2.465001
62,8790,2.454746
62,8805,2.444534
62,8820,2.434364
62,8835,2.424236
62,8850,2.414151
62,8865,2.404108
62,8880,2.394107
62,8895,2.384147
62,8910,2.374229
62,8925,2.364352
62,8940,2.354517
62,8955,2.344722
62,8970,2.334968
62,8985,2.325255
62,9000,2.315583
62,9015,2.30595
62,9030,2.296358
62,9045,2.286806
62,9060,2.277294
62,9075,2.267821
62,9090,2.258388
62,9105,2.248994
62,9120,2.239639
62,9135,2.230324
62,9150,2.221047
62,9165,2.211809
62,9180,2.202609
62,9195,2.193448
62,9210,2.184324
62,9225,2.175239
62,9240,2.166192
62,9255,2.157182
62,9270,2.14821
62,9285,2.139276
62,9300,2.130378
62,9315,2.121518
62,9330,2.112694
62,9345,2.103908
62,9360,2.095157
